ID,Date,Element,Data_Value
ASN00086383,2010-01-10,TMIN,110
ASN00087031,2007-06-03,TMAX,160
ASN00087031,2010-06-13,TMIN,81
ASN00086351,2012-05-14,TMIN,91
ASN00086038,2006-10-28,TMAX,139
ASN00085283,2012-06-12,TMAX,131
ASN00086351,2012-05-14,TMAX,158
ASN00086071,2007-01-15,TMAX,242
ASN00086077,2011-10-30,TMIN,105
ASN00086383,2006-02-24,TMIN,144
ASN00086068,2015-02-03,TMAX,222
ASN00086383,2012-01-13,TMIN,117
ASN00087031,2013-11-10,TMIN,81
ASN00086383,2009-10-17,TMAX,147
ASN00087031,2013-11-10,TMAX,169
ASN00086383,2009-10-17,TMIN,87
ASN00087031,2009-12-12,TMAX,227
ASN00087031,2013-12-03,TMAX,219
ASN00086071,2007-01-15,TMIN,164
ASN00086104,2012-10-16,TMAX,194
ASN00086071,2010-03-04,TMAX,313
ASN00086351,2007-03-17,TMAX,200
ASN00087031,2013-12-03,TMIN,144
ASN00086372,2006-12-24,TMAX,145
ASN00086372,2006-12-24,TMIN,71
ASN00087031,2007-06-03,TMIN,51
ASN00086038,2006-02-21,TMAX,229
ASN00086372,2011-07-01,TMIN,82
ASN00086071,2009-12-30,TMAX,383
ASN00086383,2014-05-23,TMAX,185
ASN00086372,2008-07-20,TMIN,54
ASN00086383,2010-06-14,TMAX,144
ASN00086383,2010-06-14,TMIN,8
ASN00086068,2015-09-04,TMIN,54
ASN00087031,2007-06-06,TMIN,90
ASN00086077,2012-05-14,TMAX,156
ASN00086383,2010-02-22,TMIN,159
ASN00086282,2010-06-15,TMIN,26
ASN00086282,2007-05-10,TMIN,73
ASN00086351,2011-10-30,TMIN,95
ASN00086282,2007-03-28,TMIN,158
ASN00086351,2015-09-10,TMIN,88
ASN00087031,2007-07-19,TMAX,125
ASN00086282,2007-03-28,TMAX,248
ASN00086282,2010-06-15,TMAX,138
ASN00087031,2007-06-06,TMAX,148
ASN00086068,2011-10-12,TMIN,85
ASN00086068,2011-09-13,TMIN,97
ASN00086383,2014-05-23,TMIN,141
ASN00086282,2014-05-17,TMAX,188
ASN00086282,2014-05-17,TMIN,149
ASN00086038,2012-04-18,TMAX,245
ASN00086071,2009-12-30,TMIN,161
ASN00086104,2012-06-11,TMIN,31
ASN00086104,2010-02-24,TMAX,244
ASN00086104,2010-02-24,TMIN,73
ASN00086071,2013-11-07,TMAX,258
ASN00086077,2012-05-17,TMIN,77
ASN00086077,2012-05-17,TMAX,181
ASN00085283,2008-04-29,TMAX,125
ASN00086383,2012-01-13,TMAX,199
ASN00086077,2011-10-30,TMAX,162
ASN00086372,2008-07-20,TMAX,87
ASN00086383,2010-02-22,TMAX,270
ASN00086351,2015-07-29,TMAX,132
ASN00086077,2010-03-04,TMIN,129
ASN00086351,2012-04-22,TMIN,126
ASN00087031,2007-07-19,TMIN,47
ASN00086038,2012-04-18,TMIN,82
ASN00086077,2008-03-03,TMAX,328
ASN00086068,2009-10-17,TMIN,92
ASN00086068,2005-03-31,TMAX,278
ASN00086068,2008-06-19,TMIN,104
ASN00086068,2008-06-19,TMAX,136
ASN00087031,2010-01-13,TMAX,226
ASN00086068,2005-03-31,TMIN,97
ASN00086068,2011-09-14,TMAX,182
ASN00086038,2012-06-15,TMAX,161
ASN00086351,2012-04-21,TMAX,238
ASN00086071,2012-05-14,TMAX,174
ASN00086068,2010-06-14,TMIN,48
ASN00086068,2010-01-10,TMAX,342
ASN00086068,2005-06-14,TMAX,146
ASN00086068,2011-09-14,TMIN,114
ASN00086071,2007-03-29,TMAX,208
ASN00085283,2012-01-12,TMAX,183
ASN00086038,2009-02-22,TMAX,258
ASN00087031,2010-01-13,TMIN,152
ASN00086038,2012-06-15,TMIN,98
ASN00086038,2005-12-04,TMAX,317
ASN00085283,2012-01-12,TMIN,79
ASN00086077,2014-02-02,TMIN,181
ASN00086383,2007-01-30,TMAX,309
ASN00086038,2011-10-12,TMAX,159
ASN00086038,2011-10-12,TMIN,71
ASN00086383,2007-01-30,TMIN,75
ASN00086068,2007-06-06,TMIN,48
ASN00086068,2007-06-06,TMAX,141
ASN00086071,2012-05-14,TMIN,104
ASN00086351,2012-04-21,TMIN,118
ASN00086351,2007-03-17,TMIN,123
ASN00086068,2009-10-17,TMAX,161
ASN00086038,2005-12-04,TMIN,101
ASN00087031,2008-11-27,TMIN,172
ASN00087031,2008-11-27,TMAX,326
ASN00086383,2009-03-08,TMIN,80
ASN00086351,2012-04-22,TMAX,229
ASN00086068,2005-06-14,TMIN,66
ASN00086383,2006-02-24,TMAX,360
ASN00086077,2008-04-04,TMIN,107
ASN00086383,2010-04-22,TMIN,114
ASN00086038,2009-02-22,TMIN,165
ASN00086071,2011-10-29,TMAX,229
ASN00086351,2010-06-21,TMIN,34
ASN00086282,2009-02-13,TMIN,69
ASN00085283,2012-06-19,TMAX,114
ASN00086071,2011-10-29,TMIN,154
ASN00086038,2006-02-21,TMIN,124
ASN00086383,2009-03-08,TMAX,217
ASN00086351,2011-09-16,TMAX,215
ASN00086068,2009-03-11,TMAX,300
ASN00086068,2009-03-11,TMIN,143
ASN00085283,2015-09-28,TMAX,205
ASN00086372,2011-07-03,TMAX,96
ASN00086282,2008-06-01,TMAX,141
ASN00086071,2012-01-31,TMAX,208
ASN00086282,2008-06-01,TMIN,53
ASN00086077,2008-03-03,TMIN,108
ASN00085283,2009-12-14,TMAX,221
ASN00086351,2011-09-16,TMIN,63
ASN00085283,2012-06-19,TMIN,65
ASN00086104,2012-10-16,TMIN,90
ASN00086071,2014-11-15,TMIN,124
ASN00086071,2014-11-15,TMAX,181
ASN00086351,2014-01-03,TMIN,102
ASN00086351,2014-01-03,TMAX,232
ASN00086071,2010-03-04,TMIN,165
ASN00086071,2009-12-12,TMIN,145
ASN00086071,2012-01-31,TMIN,151
ASN00086077,2006-03-09,TMAX,246
ASN00086383,2011-09-14,TMAX,168
ASN00086071,2009-12-12,TMAX,226
ASN00086282,2009-02-13,TMAX,264
ASN00086383,2011-09-14,TMIN,99
ASN00086077,2008-04-04,TMAX,191
ASN00086104,2014-05-28,TMAX,169
ASN00086372,2011-07-03,TMIN,75
ASN00086104,2014-05-28,TMIN,122
ASN00086068,2010-01-10,TMIN,152
ASN00086282,2012-01-27,TMIN,158
ASN00086351,2007-07-28,TMAX,130
ASN00086068,2015-09-04,TMAX,139
ASN00086282,2009-10-08,TMIN,49
ASN00085283,2015-09-09,TMIN,59
ASN00087031,2008-05-07,TMIN,96
ASN00086104,2010-03-10,TMIN,117
ASN00086104,2013-11-07,TMIN,204
ASN00086282,2015-03-08,TMAX,266
ASN00086372,2006-10-26,TMAX,147
ASN00085283,2015-09-10,TMIN,66
ASN00086282,2015-03-08,TMIN,145
ASN00086068,2005-03-08,TMAX,200
ASN00086038,2012-09-24,TMIN,62
ASN00086351,2014-01-06,TMIN,117
ASN00086038,2005-11-21,TMAX,215
ASN00086038,2005-11-21,TMIN,82
ASN00086068,2006-12-28,TMIN,127
ASN00086068,2006-12-28,TMAX,206
ASN00086038,2012-09-24,TMAX,144
ASN00087031,2005-01-09,TMIN,124
ASN00086351,2010-01-13,TMAX,212
ASN00086351,2010-01-13,TMIN,160
ASN00086282,2005-07-01,TMAX,140
ASN00086372,2006-10-26,TMIN,49
ASN00086038,2005-08-09,TMAX,143
ASN00086383,2007-07-19,TMIN,16
ASN00086282,2009-10-08,TMAX,152
ASN00086068,2009-12-12,TMIN,136
ASN00086383,2006-12-28,TMAX,209
ASN00086038,2007-07-22,TMIN,1
ASN00086071,2011-09-20,TMAX,176
ASN00086104,2013-12-03,TMAX,283
ASN00087031,2005-03-08,TMAX,193
ASN00085283,2014-11-24,TMAX,189
ASN00085283,2015-09-10,TMAX,152
ASN00086104,2013-12-03,TMIN,142
ASN00086282,2011-12-31,TMAX,342
ASN00086077,2012-04-22,TMIN,145
ASN00086104,2012-05-14,TMIN,68
ASN00086104,2013-11-07,TMAX,280
ASN00086068,2009-12-12,TMAX,225
ASN00086071,2008-07-27,TMIN,66
ASN00086104,2005-03-11,TMAX,277
ASN00086282,2014-02-23,TMIN,128
ASN00086351,2008-03-03,TMAX,329
ASN00087031,2012-05-14,TMIN,74
ASN00086077,2007-06-06,TMAX,145
ASN00086104,2012-05-14,TMAX,154
ASN00086282,2008-04-29,TMAX,143
ASN00086038,2010-04-22,TMAX,309
ASN00086077,2007-06-06,TMIN,88
ASN00086383,2015-09-27,TMAX,207
ASN00086071,2007-05-21,TMAX,174
ASN00086038,2010-04-22,TMIN,134
ASN00086351,2014-01-06,TMAX,189
ASN00085283,2008-06-20,TMIN,98
ASN00086071,2007-05-21,TMIN,131
ASN00086351,2008-04-04,TMIN,100
ASN00086077,2012-06-16,TMAX,160
ASN00086383,2009-03-11,TMIN,120
ASN00086071,2005-08-21,TMAX,163
ASN00086068,2012-01-13,TMAX,206
ASN00086068,2012-01-13,TMIN,112
ASN00086104,2005-03-11,TMIN,93
ASN00086038,2007-03-29,TMIN,119
ASN00086104,2011-09-15,TMIN,28
ASN00087031,2008-06-19,TMIN,102
ASN00087031,2012-05-14,TMAX,164
ASN00086071,2005-08-21,TMIN,108
ASN00087031,2008-06-19,TMAX,144
ASN00086351,2008-03-03,TMIN,105
ASN00086383,2009-12-12,TMAX,208
ASN00086383,2009-12-12,TMIN,131
ASN00086071,2008-07-27,TMAX,102
ASN00086372,2005-09-10,TMIN,144
ASN00086372,2005-09-10,TMAX,156
ASN00087031,2010-05-06,TMIN,107
ASN00086383,2009-03-11,TMAX,302
ASN00086351,2012-06-16,TMAX,145
ASN00086383,2015-09-27,TMIN,42
ASN00086104,2011-09-15,TMAX,159
ASN00086077,2012-05-14,TMIN,90
ASN00086071,2007-02-01,TMAX,269
ASN00086038,2007-03-29,TMAX,212
ASN00086351,2010-01-12,TMAX,359
ASN00087031,2008-12-14,TMAX,188
ASN00086068,2011-10-12,TMAX,167
ASN00086383,2015-03-08,TMAX,274
ASN00086372,2011-07-01,TMAX,129
ASN00086104,2006-03-10,TMAX,251
ASN00086282,2007-05-21,TMIN,113
ASN00086104,2012-01-29,TMIN,183
ASN00086104,2012-06-11,TMAX,141
ASN00087031,2008-06-10,TMIN,106
ASN00086071,2005-06-15,TMIN,91
ASN00086351,2007-07-28,TMIN,90
ASN00086077,2012-04-22,TMAX,242
ASN00086351,2010-01-12,TMIN,264
ASN00086372,2007-05-09,TMIN,68
ASN00086104,2006-03-10,TMIN,117
ASN00086372,2007-05-09,TMAX,119
ASN00086383,2015-03-08,TMIN,120
ASN00086071,2006-10-16,TMAX,206
ASN00086282,2015-02-10,TMAX,311
ASN00086351,2015-09-10,TMAX,162
ASN00085283,2005-11-23,TMIN,81
ASN00086068,2015-02-03,TMIN,148
ASN00086282,2007-01-15,TMAX,260
ASN00087031,2008-06-10,TMAX,181
ASN00086282,2007-01-15,TMIN,153
ASN00086077,2010-04-21,TMIN,152
ASN00085283,2005-11-23,TMAX,270
ASN00086282,2015-09-04,TMIN,40
ASN00086282,2015-09-04,TMAX,135
ASN00086351,2011-10-30,TMAX,158
ASN00086068,2007-06-03,TMAX,153
ASN00086383,2005-08-14,TMAX,132
ASN00086068,2007-06-03,TMIN,35
ASN00086383,2005-08-14,TMIN,87
ASN00087031,2015-07-25,TMIN,76
ASN00087031,2015-07-25,TMAX,135
ASN00086077,2010-04-21,TMAX,220
ASN00086071,2007-02-01,TMIN,134
ASN00086077,2010-01-13,TMIN,166
ASN00086351,2013-12-10,TMAX,201
ASN00086351,2007-01-28,TMAX,215
ASN00086282,2008-04-05,TMAX,193
ASN00086351,2007-01-28,TMIN,127
ASN00086383,2005-07-20,TMIN,35
ASN00086071,2011-09-20,TMIN,107
ASN00086104,2010-03-10,TMAX,185
ASN00086383,2005-07-20,TMAX,159
ASN00086282,2008-04-05,TMIN,125
ASN00086071,2006-10-16,TMIN,82
ASN00086038,2005-08-09,TMIN,84
ASN00086372,2010-05-04,TMAX,187
ASN00086038,2011-11-02,TMIN,117
ASN00086038,2011-11-02,TMAX,154
ASN00086383,2006-12-28,TMIN,119
ASN00085283,2014-11-24,TMIN,112
ASN00086282,2005-07-01,TMIN,58
ASN00086282,2011-12-31,TMIN,138
ASN00086383,2007-06-03,TMIN,18
ASN00087031,2010-05-06,TMAX,176
ASN00086282,2007-05-10,TMAX,166
ASN00087031,2005-03-08,TMIN,91
ASN00086104,2012-01-29,TMAX,353
ASN00086077,2010-01-13,TMAX,217
ASN00087031,2008-12-14,TMIN,115
ASN00086068,2010-06-13,TMAX,125
ASN00086282,2015-02-10,TMIN,149
ASN00086068,2010-06-13,TMIN,74
ASN00086068,2007-07-19,TMAX,120
ASN00086068,2007-07-19,TMIN,43
ASN00086351,2012-05-17,TMIN,72
ASN00086372,2010-05-04,TMIN,117
ASN00086383,2010-06-13,TMAX,126
ASN00086383,2010-06-13,TMIN,45
ASN00086351,2012-05-17,TMAX,180
ASN00086068,2011-09-13,TMAX,176
ASN00086383,2007-06-03,TMAX,148
ASN00086383,2007-07-19,TMAX,103
ASN00086351,2013-12-10,TMIN,118
ASN00086383,2010-04-22,TMAX,273
ASN00086077,2014-02-02,TMAX,379
ASN00087031,2010-04-21,TMAX,222
ASN00086071,2014-02-02,TMIN,183
ASN00086077,2009-10-18,TMIN,65
ASN00086038,2012-06-12,TMAX,169
ASN00086038,2012-06-12,TMIN,6
ASN00086068,2006-03-09,TMIN,108
ASN00086038,2014-10-05,TMIN,130
ASN00086038,2008-12-01,TMAX,213
ASN00086071,2014-02-02,TMAX,390
ASN00086038,2008-12-01,TMIN,100
ASN00086071,2010-04-13,TMIN,131
ASN00086351,2015-01-27,TMAX,200
ASN00086038,2005-07-26,TMIN,97
ASN00086038,2014-10-05,TMAX,183
ASN00085283,2005-07-06,TMIN,33
ASN00086071,2012-09-24,TMAX,152
ASN00086104,2006-02-18,TMAX,239
ASN00085283,2007-03-20,TMIN,120
ASN00086068,2011-09-16,TMAX,213
ASN00086077,2009-10-17,TMIN,111
ASN00086077,2009-10-17,TMAX,155
ASN00086038,2007-01-13,TMAX,221
ASN00086068,2006-03-09,TMAX,292
ASN00086077,2007-07-21,TMIN,15
ASN00086077,2007-07-21,TMAX,107
ASN00086383,2012-01-11,TMAX,171
ASN00086068,2012-04-21,TMIN,124
ASN00086383,2012-01-11,TMIN,113
ASN00087031,2015-02-03,TMIN,154
ASN00086068,2012-04-21,TMAX,245
ASN00086351,2014-02-02,TMIN,140
ASN00086372,2005-08-19,TMAX,124
ASN00086068,2011-09-16,TMIN,65
ASN00086282,2008-12-07,TMAX,190
ASN00086372,2005-08-19,TMIN,106
ASN00087031,2009-03-11,TMAX,280
ASN00086038,2005-07-26,TMAX,155
ASN00087031,2009-03-11,TMIN,144
ASN00086351,2012-01-14,TMIN,135
ASN00086038,2006-12-27,TMIN,108
ASN00086104,2006-02-18,TMIN,163
ASN00086351,2007-07-21,TMIN,8
ASN00086372,2009-12-30,TMAX,320
ASN00086351,2005-09-07,TMIN,85
ASN00086071,2007-05-11,TMAX,195
ASN00086372,2007-05-23,TMIN,45
ASN00086038,2009-03-12,TMAX,247
ASN00086372,2007-05-23,TMAX,112
ASN00086282,2008-12-07,TMIN,78
ASN00085283,2005-07-06,TMAX,185
ASN00086351,2005-09-07,TMAX,202
ASN00086068,2011-09-17,TMIN,50
ASN00086077,2009-10-18,TMAX,153
ASN00086038,2008-07-21,TMIN,71
ASN00086038,2008-07-21,TMAX,114
ASN00087031,2012-04-21,TMIN,136
ASN00086372,2007-06-05,TMAX,101
ASN00086071,2008-11-21,TMIN,108
ASN00086068,2005-07-05,TMIN,61
ASN00086282,2008-04-04,TMIN,93
ASN00086071,2010-04-13,TMAX,178
ASN00086038,2009-03-12,TMIN,174
ASN00086351,2007-07-21,TMAX,113
ASN00086068,2011-12-31,TMAX,336
ASN00085283,2011-06-30,TMAX,162
ASN00086077,2011-09-14,TMIN,117
ASN00086071,2007-03-19,TMIN,134
ASN00086351,2012-01-14,TMAX,194
ASN00086038,2007-01-13,TMIN,147
ASN00085283,2011-06-30,TMIN,23
ASN00086038,2015-07-29,TMAX,131
ASN00086077,2012-01-02,TMAX,397
ASN00086071,2007-03-29,TMIN,128
ASN00086038,2006-10-25,TMIN,133
ASN00086038,2015-07-29,TMIN,58
ASN00085283,2012-09-28,TMIN,110
ASN00085283,2007-03-20,TMAX,180
ASN00086068,2011-09-17,TMAX,254
ASN00086372,2006-01-22,TMAX,370
ASN00086077,2011-09-14,TMAX,164
ASN00086071,2008-11-21,TMAX,206
ASN00086068,2012-01-11,TMIN,116
ASN00086038,2006-12-27,TMAX,182
ASN00086038,2007-01-30,TMAX,300
ASN00086068,2015-01-03,TMAX,395
ASN00086383,2012-04-21,TMAX,254
ASN00086372,2007-01-28,TMAX,171
ASN00086372,2007-01-28,TMIN,80
ASN00086071,2010-04-12,TMAX,178
ASN00085283,2010-05-06,TMAX,155
ASN00086282,2012-05-16,TMIN,104
ASN00086077,2010-01-10,TMAX,317
ASN00087031,2010-02-22,TMAX,294
ASN00086383,2005-01-09,TMIN,77
ASN00086383,2005-01-09,TMAX,271
ASN00086104,2009-12-29,TMAX,266
ASN00086071,2007-04-04,TMAX,205
ASN00086071,2007-04-04,TMIN,121
ASN00086071,2008-07-22,TMIN,62
ASN00086071,2010-04-12,TMIN,112
ASN00086077,2007-03-28,TMIN,143
ASN00086383,2012-04-21,TMIN,87
ASN00086077,2007-03-28,TMAX,256
ASN00086068,2014-12-28,TMAX,327
ASN00086068,2014-12-28,TMIN,106
ASN00086077,2013-12-03,TMIN,159
ASN00086068,2005-09-07,TMIN,83
ASN00086038,2012-01-14,TMAX,194
ASN00085283,2010-05-06,TMIN,85
ASN00086038,2012-01-14,TMIN,136
ASN00085283,2014-11-25,TMAX,183
ASN00086383,2011-09-16,TMAX,213
ASN00086038,2007-01-30,TMIN,133
ASN00086104,2012-06-16,TMAX,157
ASN00086383,2012-05-17,TMIN,48
ASN00086351,2010-06-13,TMIN,75
ASN00086282,2011-12-30,TMAX,275
ASN00086282,2011-12-30,TMIN,151
ASN00086104,2014-02-20,TMAX,207
ASN00086104,2014-02-20,TMIN,109
ASN00086351,2011-09-14,TMAX,178
ASN00086077,2007-01-16,TMAX,415
ASN00086383,2012-05-17,TMAX,177
ASN00086104,2012-06-16,TMIN,88
ASN00087031,2011-09-17,TMAX,268
ASN00086038,2009-10-20,TMIN,123
ASN00085283,2014-11-23,TMIN,125
ASN00086351,2015-01-27,TMIN,114
ASN00085283,2005-08-09,TMAX,144
ASN00086282,2008-04-04,TMAX,183
ASN00086068,2012-01-11,TMAX,179
ASN00086351,2011-09-14,TMIN,103
ASN00086104,2008-06-19,TMIN,97
ASN00085283,2011-07-02,TMAX,150
ASN00085283,2011-07-02,TMIN,23
ASN00086068,2013-12-15,TMIN,117
ASN00086068,2012-05-17,TMAX,183
ASN00087031,2011-09-17,TMIN,37
ASN00085283,2005-08-09,TMIN,70
ASN00086038,2009-10-20,TMAX,298
ASN00086068,2012-05-17,TMIN,74
ASN00086104,2008-06-19,TMAX,144
ASN00086071,2005-11-21,TMIN,116
ASN00086351,2014-12-03,TMAX,230
ASN00086071,2005-11-21,TMAX,217
ASN00086104,2009-12-29,TMIN,124
ASN00086068,2015-01-03,TMIN,191
ASN00086068,2007-05-22,TMAX,148
ASN00086282,2008-05-03,TMAX,154
ASN00086071,2008-07-22,TMAX,126
ASN00085283,2012-01-02,TMIN,160
ASN00086282,2008-05-03,TMIN,77
ASN00086068,2013-12-15,TMAX,226
ASN00086077,2010-01-10,TMIN,136
ASN00086077,2007-01-16,TMIN,155
ASN00086351,2014-12-03,TMIN,180
ASN00086282,2013-12-04,TMIN,162
ASN00085283,2014-11-23,TMAX,255
ASN00086282,2013-12-04,TMAX,205
ASN00086383,2010-02-23,TMAX,237
ASN00086383,2010-02-23,TMIN,70
ASN00087031,2010-02-22,TMIN,182
ASN00086071,2007-03-19,TMAX,247
ASN00086071,2012-05-16,TMIN,119
ASN00086372,2007-06-05,TMIN,56
ASN00086038,2012-04-16,TMAX,201
ASN00086068,2007-04-04,TMAX,202
ASN00086038,2007-03-18,TMIN,101
ASN00086071,2008-12-21,TMAX,304
ASN00086077,2009-12-12,TMAX,214
ASN00086104,2005-06-18,TMIN,77
ASN00086104,2005-06-18,TMAX,148
ASN00086038,2007-03-18,TMAX,212
ASN00086077,2007-07-19,TMAX,121
ASN00086068,2010-02-22,TMAX,295
ASN00086351,2007-06-03,TMIN,45
ASN00086077,2009-12-12,TMIN,143
ASN00087031,2011-10-30,TMIN,101
ASN00087031,2011-10-30,TMAX,166
ASN00086351,2007-01-16,TMIN,159
ASN00086351,2007-01-16,TMAX,405
ASN00086351,2007-06-03,TMAX,150
ASN00087031,2011-09-14,TMAX,179
ASN00086068,2010-01-13,TMAX,217
ASN00086372,2005-06-17,TMIN,37
ASN00086068,2011-10-30,TMAX,159
ASN00086282,2008-06-02,TMAX,167
ASN00086372,2005-06-17,TMAX,91
ASN00086383,2013-12-15,TMAX,229
ASN00086372,2006-10-25,TMAX,116
ASN00086383,2007-06-06,TMIN,19
ASN00086383,2007-06-06,TMAX,123
ASN00086071,2008-12-21,TMIN,125
ASN00086068,2010-01-13,TMIN,159
ASN00086282,2008-06-02,TMIN,29
ASN00085283,2006-01-23,TMAX,248
ASN00086372,2006-10-25,TMIN,99
ASN00086383,2013-12-15,TMIN,67
ASN00086383,2010-03-09,TMAX,197
ASN00086383,2010-03-09,TMIN,156
ASN00087031,2011-10-13,TMIN,34
ASN00087031,2011-10-13,TMAX,187
ASN00086068,2007-01-30,TMAX,299
ASN00086104,2014-12-02,TMIN,159
ASN00086077,2012-01-02,TMIN,176
ASN00087031,2010-01-10,TMAX,300
ASN00086038,2006-02-18,TMAX,244
ASN00086068,2015-07-25,TMAX,126
ASN00086077,2011-09-16,TMIN,77
ASN00086071,2006-01-13,TMIN,153
ASN00085283,2015-12-18,TMIN,168
ASN00085283,2015-12-18,TMAX,375
ASN00086104,2015-07-25,TMAX,129
ASN00086068,2015-07-25,TMIN,81
ASN00086038,2011-09-20,TMIN,86
ASN00086068,2005-07-05,TMAX,168
ASN00086077,2011-09-16,TMAX,201
ASN00086038,2011-09-20,TMAX,170
ASN00086077,2007-06-03,TMAX,159
ASN00086077,2007-06-03,TMIN,56
ASN00086282,2012-01-27,TMAX,306
ASN00086077,2006-03-09,TMIN,109
ASN00086104,2015-07-25,TMIN,78
ASN00086071,2006-01-13,TMAX,221
ASN00085283,2008-04-29,TMIN,65
ASN00086077,2008-07-26,TMIN,36
ASN00086077,2007-07-19,TMIN,61
ASN00087031,2010-01-10,TMIN,140
ASN00086351,2010-06-21,TMAX,130
ASN00086077,2008-07-26,TMAX,140
ASN00086068,2014-01-09,TMIN,114
ASN00086068,2010-02-22,TMIN,176
ASN00086068,2007-01-30,TMIN,135
ASN00086383,2011-09-13,TMAX,168
ASN00086104,2015-01-08,TMIN,211
ASN00086038,2007-07-22,TMAX,134
ASN00086077,2012-04-21,TMIN,141
ASN00086038,2011-09-21,TMIN,77
ASN00086038,2012-04-16,TMIN,131
ASN00086077,2012-04-21,TMAX,207
ASN00086038,2006-02-18,TMIN,168
ASN00087031,2011-09-14,TMIN,104
ASN00087031,2010-04-21,TMIN,154
ASN00086038,2011-09-21,TMAX,211
ASN00086351,2009-10-18,TMAX,155
ASN00086372,2010-02-24,TMAX,204
ASN00086068,2011-10-30,TMIN,94
ASN00086038,2008-06-21,TMAX,138
ASN00086077,2014-01-03,TMAX,205
ASN00086071,2012-01-29,TMAX,349
ASN00086351,2009-12-12,TMAX,220
ASN00086068,2006-02-24,TMIN,180
ASN00086351,2012-04-18,TMAX,254
ASN00086383,2014-12-28,TMAX,314
ASN00086077,2013-12-10,TMIN,119
ASN00086068,2010-03-09,TMAX,197
ASN00087031,2011-09-16,TMIN,67
ASN00086071,2006-12-29,TMIN,126
ASN00087031,2011-09-16,TMAX,221
ASN00086104,2005-07-21,TMIN,29
ASN00086282,2010-05-03,TMAX,228
ASN00086351,2014-11-23,TMAX,262
ASN00086351,2009-12-12,TMIN,130
ASN00086071,2012-05-16,TMAX,178
ASN00086077,2014-01-03,TMIN,108
ASN00086068,2006-02-24,TMAX,367
ASN00086383,2011-10-30,TMAX,164
ASN00086071,2007-05-11,TMIN,119
ASN00086383,2011-10-30,TMIN,91
ASN00086351,2014-11-23,TMIN,153
ASN00087031,2012-04-21,TMAX,202
ASN00086071,2008-05-04,TMAX,198
ASN00086071,2012-01-29,TMIN,205
ASN00086038,2006-10-25,TMAX,162
ASN00085283,2006-12-26,TMAX,185
ASN00086038,2008-06-21,TMIN,90
ASN00086071,2008-05-04,TMIN,84
ASN00086383,2010-06-15,TMIN,3
ASN00087031,2012-10-14,TMIN,38
ASN00087031,2012-10-14,TMAX,201
ASN00086383,2008-11-29,TMIN,131
ASN00086077,2014-01-06,TMIN,119
ASN00086077,2014-01-06,TMAX,185
ASN00086071,2012-09-24,TMIN,79
ASN00086383,2014-12-28,TMIN,62
ASN00086383,2008-11-29,TMAX,191
ASN00086282,2008-05-08,TMIN,118
ASN00086351,2008-04-29,TMIN,49
ASN00086282,2008-04-11,TMAX,273
ASN00086372,2010-02-24,TMIN,90
ASN00087031,2012-05-17,TMAX,186
ASN00086077,2010-06-13,TMAX,129
ASN00086383,2011-09-17,TMIN,30
ASN00086077,2010-06-13,TMIN,90
ASN00086077,2005-04-09,TMAX,326
ASN00086077,2005-04-09,TMIN,180
ASN00086104,2006-01-23,TMAX,255
ASN00086383,2008-06-19,TMIN,73
ASN00086104,2015-01-08,TMAX,281
ASN00086068,2014-01-09,TMAX,328
ASN00086068,2010-06-14,TMAX,145
ASN00086351,2009-10-18,TMIN,55
ASN00086068,2007-04-04,TMIN,71
ASN00086077,2007-05-10,TMIN,96
ASN00086383,2008-06-19,TMAX,135
ASN00085283,2015-08-17,TMAX,94
ASN00087031,2014-06-03,TMIN,106
ASN00086282,2008-04-11,TMIN,180
ASN00086077,2015-09-10,TMAX,150
ASN00086351,2007-07-19,TMAX,115
ASN00086351,2008-04-29,TMAX,137
ASN00086351,2007-07-19,TMIN,47
ASN00086282,2008-05-08,TMAX,166
ASN00086383,2011-09-17,TMAX,232
ASN00086372,2009-12-30,TMIN,120
ASN00086104,2006-01-23,TMIN,182
ASN00086282,2010-05-03,TMIN,61
ASN00087031,2009-10-17,TMAX,153
ASN00087031,2012-05-17,TMIN,59
ASN00086372,2006-01-22,TMIN,234
ASN00086071,2006-12-29,TMAX,224
ASN00085283,2015-08-17,TMIN,21
ASN00086068,2010-03-09,TMIN,154
ASN00087031,2009-10-17,TMIN,84
ASN00086077,2013-12-10,TMAX,198
ASN00086077,2015-09-10,TMIN,102
ASN00086104,2014-12-02,TMAX,266
ASN00086351,2012-06-11,TMIN,23
ASN00086071,2006-12-27,TMIN,121
ASN00086068,2014-01-03,TMIN,113
ASN00086071,2014-01-23,TMIN,136
ASN00086077,2007-04-03,TMAX,189
ASN00086068,2008-11-20,TMIN,141
ASN00086383,2011-09-20,TMIN,77
ASN00086068,2014-11-13,TMAX,341
ASN00086068,2014-11-13,TMIN,108
ASN00086351,2011-11-02,TMIN,119
ASN00086038,2009-02-02,TMAX,281
ASN00086071,2008-12-15,TMIN,132
ASN00086077,2012-06-15,TMIN,102
ASN00086071,2008-12-15,TMAX,214
ASN00086077,2012-06-15,TMAX,157
ASN00085283,2007-06-05,TMIN,45
ASN00086077,2010-04-22,TMAX,290
ASN00086383,2011-09-20,TMAX,153
ASN00086282,2012-09-23,TMAX,183
ASN00086071,2011-10-13,TMIN,78
ASN00085283,2011-10-31,TMIN,85
ASN00086068,2008-11-20,TMAX,154
ASN00086282,2006-12-29,TMAX,237
